internal_id,Award ID,Start Date,Award Amount,Recipient Name,Description,Contract Award Type,def_codes,Awarding Agency,Awarding Sub Agency,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
97257477,47PD0320D0013,2020-05-15,2500.0,SDC CONTRACTING INC,IDIQ FOR NORFOLK AND RICHMOND VA FOR REPAIR/ALTERATION CONSTRUCTION SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PD0320D0013_4740
97257476,47PD0320D0012,2020-05-15,2500.0,"MOLIAR GROUP, LLC",IDIQ FOR NORFOLK AND RICHMOND VA FOR REPAIR/ALTERATION CONSTRUCTION SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PD0320D0012_4740
97257475,47PD0320D0011,2020-05-15,2500.0,"MELTECH CORPORATION, INC.",IDIQ FOR NORFOLK AND RICHMOND VA FOR REPAIR/ALTERATION CONSTRUCTION SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PD0320D0011_4740
97257473,47PD0320D0009,2020-05-15,2500.0,"ACTS GROUP, INC",IDIQ FOR NORFOLK AND RICHMOND VA FOR REPAIR/ALTERATION CONSTRUCTION SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PD0320D0009_4740
97187139,95332A20D0003,2020-05-12,342771.55,"TATITLEK FEDERAL SERVICES, INC.","TO AID IN RESOLVING THE QUESTIONS RAISED BY THE AUDITORS, CNCS SEEKS THE SERVICES OF AN ACTUARY TO REVIEW THE DOCUMENTATION, AND ENGAGE IN DISCUSSIONS WITH CNCS, ITS AUDITORS AND THE ACTUARIAL CONSULTANT RETAINED BY THE CNCS'S AUDITORS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Corporation for National and Community Service,Corporation for National and Community Service,Corporation for National and Community Service,Corporation for National and Community Service,1166,corporation-for-national-and-community-service,CONT_IDV_95332A20D0003_9577
98311471,75N98120D00245,2020-05-11,250.0,ICS-TSPI UNITED INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00245_7529
98311470,75N98120D00238,2020-05-11,250.0,G2SF LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00238_7529
98311469,75N98120D00237,2020-05-11,250.0,"FWG SOLUTIONS, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00237_7529
98311468,75N98120D00236,2020-05-11,250.0,FUSION PPT LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00236_7529
98311467,75N98120D00235,2020-05-11,250.0,"FULL CIRCLE GROUP, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00235_7529
98311466,75N98120D00234,2020-05-11,250.0,FOXHOLE TECHNOLOGY LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00234_7529
98311465,75N98120D00233,2020-05-11,250.0,"FEI-NHA, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00233_7529
98311464,75N98120D00232,2020-05-11,250.0,"FEDERAL WORKING GROUP, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00232_7529
98311463,75N98120D00153,2020-05-11,250.0,"IDEAL SYSTEM SOLUTIONS, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00153_7529
98311462,75N98120D00151,2020-05-11,250.0,"HORIZON INDUSTRIES, LIMITED",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00151_7529
98311461,75N98120D00150,2020-05-11,250.0,HITSS JV LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00150_7529
98311460,75N98120D00149,2020-05-11,250.0,HIGHRISE CONSULTING INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00149_7529
98311459,75N98120D00148,2020-05-11,250.0,"HIGHLIGHT TECHNOLOGIES, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00148_7529
98311458,75N98120D00147,2020-05-11,250.0,HENDALL/BSG JV COMPANY,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00147_7529
98311457,75N98120D00146,2020-05-11,250.0,HEARTLAND-ENERGETICS JOINT VENTURE LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00146_7529
98311456,75N98120D00145,2020-05-11,250.0,"HEALTHCARE MANAGEMENT SOLUTIONS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00145_7529
98311455,75N98120D00144,2020-05-11,250.0,"HALFAKER AND ASSOCIATES, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00144_7529
98311454,75N98120D00143,2020-05-11,250.0,GTANGIBLE CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00143_7529
98311453,75N98120D00142,2020-05-11,250.0,"GENESIS CONCEPTS & CONSULTANTS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00142_7529
98311451,75N98120D00022,2020-05-11,250.0,"GOVCIO, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00022_7529
98311450,75N98120D00006,2020-05-11,250.0,"A P VENTURES, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00006_7529
98311449,75N98120D00005,2020-05-11,250.0,2C4 TECHNOLOGIES INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00005_7529
98311448,75N98120D00004,2020-05-11,250.0,2275 WTS-TELLENGER JOINT VENTURE,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00004_7529
98207551,75N98120D00243,2020-05-11,250.0,"AVANCO INTERNATIONAL, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00243_7529
98207550,75N98120D00242,2020-05-11,250.0,AT-IMPACT LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00242_7529
98207549,75N98120D00241,2020-05-11,250.0,ANADARKO INDUSTRIES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00241_7529
98207548,75N98120D00239,2020-05-11,250.0,AMERICAN VETERAN SOLUTIONS LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00239_7529
98207547,75N98120D00231,2020-05-11,250.0,"FAVOR TECHCONSULTING, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00231_7529
98207546,75N98120D00230,2020-05-11,250.0,FALCONWOOD,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00230_7529
98207545,75N98120D00190,2020-05-11,250.0,"CITIZANT, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00190_7529
98207544,75N98120D00183,2020-05-11,250.0,"BROADPOINT FEDERAL, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00183_7529
98207543,75N98120D00182,2020-05-11,250.0,"BRAXTON-GRANT TECHNOLOGIES, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00182_7529
98207542,75N98120D00181,2020-05-11,250.0,"BLUEWATER FEDERAL SOLUTIONS, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00181_7529
98207541,75N98120D00180,2020-05-11,250.0,"BARLING BAY, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00180_7529
98207540,75N98120D00179,2020-05-11,250.0,"AVER, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00179_7529
98207539,75N98120D00178,2020-05-11,250.0,AUTOMATION TECHNOLOGIES INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00178_7529
98207538,75N98120D00177,2020-05-11,250.0,AUROTECH INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00177_7529
98207537,75N98120D00176,2020-05-11,250.0,"A-TECH SYSTEMS, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00176_7529
98207536,75N98120D00175,2020-05-11,250.0,ASTOR & SANDERS CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00175_7529
98207535,75N98120D00174,2020-05-11,250.0,ASTEGIC INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00174_7529
98207534,75N98120D00173,2020-05-11,250.0,ARCSOURCE GROUP INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00173_7529
98207533,75N98120D00172,2020-05-11,250.0,APOGEE-SAIC CAPABILITIES INTEGRATOR LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00172_7529
98207532,75N98120D00171,2020-05-11,250.0,"ANAVATION, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00171_7529
98207531,75N98120D00136,2020-05-11,250.0,C&T TECHNOLOGIES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00136_7529
98207530,75N98120D00135,2020-05-11,250.0,BISWAS INFORMATION TECHNOLOGY SOLUTIONS INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00135_7529
98207529,75N98120D00134,2020-05-11,250.0,"ARETEC, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00134_7529
98207528,75N98120D00133,2020-05-11,250.0,"ARCH SYSTEMS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00133_7529
98207527,75N98120D00132,2020-05-11,250.0,APPLIED INTELLECT LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00132_7529
98207526,75N98120D00131,2020-05-11,250.0,ANALYTICA LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00131_7529
98207525,75N98120D00031,2020-05-11,250.0,"ADG-REI TECHNOLOGY VENTURES, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00031_7529
